,singer,genre,content,likes,sentiment,release_filled,release_rank,year,scaled_likes,feature
0,JAX,POP,Ring Pop,21503,lonely,2021-01-06,0.8584488669440912,2021,0.0704420522967457,0.9288909192408369
1,Liv Dawson,POP,Pushing 21,830,lonely,2019-03-22,0.6410875611807069,2019,0.001927520581507414,0.6430150817622143
2,Amila,POP,Talk It Out,405,lonely,2020-03-27,0.7594816619590764,2020,0.0009494160505229993,0.7604310780095994
3,Lil Halima,R&B/Soul,Glue,1334,lonely,2020-04-03,0.762133724314884,2020,0.0031272123738214346,0.7652609366887054
4,Kristina Antuna,일렉트로니카,Get Out Of My Head,663,lonely,2019-06-25,0.6688803122102677,2019,0.0015396941512523079,0.67042000636152
5,Eden Nash,POP,Better off This Way,418,lonely,2019-11-22,0.7222665430475,2019,0.0009707272326145771,0.7232372702801146
6,Kailee Morgue,POP,Unfortunate Soul,4524,lonely,2018-01-19,0.5297009422367883,2018,0.011901849206411845,0.5416027914432001
7,Paige,POP,Too Much To H8,12451,lonely,2020-07-31,0.7989391750576771,2020,0.02918809690138732,0.8281272719590644
8,Natali Rachel,R&B/Soul,Dark Midnight,607,lonely,2020-12-23,0.8558614890359862,2020,0.0014229519572036063,0.8572844409931899
9,Zachary Knowles,POP,dancing in the kitchen,1735,lonely,2021-04-16,0.8926885012613468,2021,0.0056837167248688,0.8983722179862156
10,Maxine,POP,"I Like U, But I Love Me",3332,lonely,2020-06-05,0.7805903533926993,2020,0.007810998223068231,0.7884013516157675
11,Griff,POP,Didn't Break It Enough,1770,lonely,2019-08-30,0.6892774747191618,2019,0.004110495697913401,0.6933879704170752
12,Filous,일렉트로니카,Monday,730,lonely,2019-07-26,0.6787985941913367,2019,0.0016952891861450748,0.6804938833774817
13,Ashy,POP,Temporary Crush,137,lonely,2019-03-19,0.6398801181569246,2019,0.00031815701164640445,0.640198275168571
14,Whethan,일렉트로니카,Superlove (Feat. Oh Wonder),1294,lonely,2018-06-15,0.5622156579486406,2018,0.0034042866651407887,0.5656199446137814
15,Cate,POP,4AM,239,lonely,2020-11-11,0.837210806615063,2020,0.0005602726816666588,0.8377710792967297
16,Astrid S,POP,Down Low,1400,lonely,2019-09-26,0.6975786455076652,2019,0.0032512395350727465,0.700829885042738
17,Baby Ariel,POP,I Heart You,3268,lonely,2019-02-15,0.6300049591409906,2019,0.00758932200044124,0.6375942811414319
18,joan,POP,so good,1522,lonely,2021-05-06,0.898790400827961,2021,0.00498594631426531,0.9037763471422263
19,Alaina Castillo,POP,wishlist,4816,lonely,2020-11-27,0.8461156989154576,2020,0.011289846171157443,0.857405545086615
20,keshi,R&B/Soul,2 soon,105303,lonely,2018-10-29,0.59966795316846,2018,0.27703369296701735,0.8767016461354773
21,Haris,POP,Lipstick,78,lonely,2021-05-28,0.9083852605705169,2021,0.0002555215588125454,0.9086407821293295
22,Raffaella,POP,NASA's Fake,7185,lonely,2019-08-20,0.6852886004441666,2019,0.01668582575678406,0.7019744262009506
23,Wafia,POP,Pick Me,3817,lonely,2020-08-21,0.8031005411932125,2020,0.008947953246534045,0.8120484944397466
24,Abrina,R&B/Soul,Toda Tuya (Feat. Frankie J),431,lonely,2019-05-15,0.6574958494146058,2019,0.0010009173140116813,0.6584967667286175
25,Charlotte Lawrence,POP,You,975,lonely,2021-03-01,0.8762802130274479,2021,0.003194019485156818,0.8794742325126047
26,Tom King,POP,Hiding Away,191,lonely,2020-09-17,0.8105823756441494,2020,0.00044774929790097,0.8110301249420503
27,Sylo Nozra,R&B/Soul,Citrus,7873,lonely,2020-08-18,0.802281204855646,2020,0.01845617917473475,0.8207373840303808
28,Campsite Dream,일렉트로니카,Little Do You Know,5277,lonely,2017-05-08,0.46829383988443046,2017,0.009558899449507384,0.47785273933393785
29,Nick Tangorra,POP,Break Your Phone,1082,lonely,2019-10-29,0.7102136742922445,2019,0.0025127436978205084,0.712726417990065
30,Nicole Millar,POP,Love Like I Never,5666,lonely,2016-12-02,0.43396795963690465,2016,0.019903398612452796,0.4538713582493574
31,Leyla Blue,POP,Gasoline,284,lonely,2021-03-12,0.8798378576510922,2021,0.0009303605474713193,0.8807682181985635
32,Tove Styrke,POP,liability (Demo),1395,lonely,2017-12-15,0.5231246900536882,2017,0.002526940445719689,0.5256516304994079
33,Sabby Sousa,POP,Cream n' Frosting,701,lonely,2020-05-20,0.7762133724314885,2020,0.0016433102504114136,0.7778566826818999
34,Jeppe Loftager,POP,Kærlig Hilsen Mig,46,lonely,2018-06-22,0.5643933676879623,2018,0.00012101791854441753,0.5645143856065068
35,Shawn Mendes,POP,305,27846,lonely,2020-12-04,0.848487461997887,2020,0.06527762800707022,0.9137650900049573
36,OSTON,POP,I Think You Should Leave,598,lonely,2021-04-07,0.8894111559110806,2021,0.0019589986175628485,0.8913701545286434
37,Alec Benjamin,POP,Oh My God,8737,lonely,2020-02-13,0.743612410789366,2020,0.02048160008251715,0.7640940108718832
38,Mitch James,POP,Bright Blue Skies,23787,lonely,2018-09-14,0.583302787899696,2018,0.06257941800904478,0.6458822059087408
39,Cindy Isabel Martinez,POP,Why,29,lonely,2021-08-30,0.9461178550637143,2021,9.500160519953612e-05,0.9462128566689137
40,Peder Elias,POP,Loving You Girl (Feat. Hkeem),47570,lonely,2021-05-14,0.9017874469048492,2021,0.155835391701446,1.0576228386062954
41,Caroline Manning,POP,Sour Strawberry,809,lonely,2021-05-17,0.9029086439983615,2021,0.002650217193324991,0.9055588611916865
42,Taylor Swift,POP,You Need To Calm Down,19480,lonely,2019-06-14,0.6653657905517585,2019,0.04523867581658364,0.7106044663683422
43,Gabrielle Aplin,POP,Strange,123,lonely,2020-02-04,0.7408956639858557,2020,0.00028834117089957754,0.7411840051567553
44,Alex Porat,POP,happy for you,92,lonely,2020-10-21,0.8249207615515644,2020,0.00021566981888423688,0.8251364313704486
45,Carlie Hanson,POP,Toxins,1121,lonely,2019-04-26,0.651609564673667,2019,0.0026033139420118204,0.6542128786156789
46,Mikey Mayz,R&B/Soul,Thirsty,303,lonely,2020-07-15,0.7935703658983593,2020,0.0007103038600209105,0.7942806697583802
47,Tate McRae,POP,stupid,9009,lonely,2019-12-06,0.7275059833114126,2019,0.020921726408193123,0.7484277097196057
48,Litany,POP,Playlist,512,lonely,2021-04-01,0.887319692102029,2021,0.0016772697193849137,0.8889969618214139
49,John K,POP,cheap sunglasses,49314,lonely,2020-11-13,0.8387847948424935,2020,0.11560371139627454,0.954388506238768
50,Stephanie Dan,포크,Forget You,1860,lonely,2011-07-01,0.21731818279824922,2011,0.008375737380105374,0.2256939201783546
51,Maya Delilah,POP,Breakup Season (Feat. Samm Henshaw),1062,lonely,2021-06-11,0.9139265615903751,2021,0.0034790243007554265,0.9174055858911305
52,Zach Oliver,POP,Feeling a Way,2829,lonely,2019-06-18,0.6667241639535135,2019,0.0065698261748005716,0.6732939901283141
53,Men I Trust,록/메탈,Seven,3874,lonely,2019-05-24,0.6601910347355485,2019,0.008996644256337014,0.6691876789918856
54,JVKE,포크,SECRETS,1484,lonely,2021-05-13,0.9008387416718775,2021,0.004861461452279711,0.9057002031241572
55,John K,POP,Rum n Tequila,9603,lonely,2019-04-26,0.651609564673667,2019,0.022301180896645418,0.6739107455703125
56,Pink Sweat$,POP,At My Worst (feat. Kehlani),17451,lonely,2021-01-27,0.8644645205804352,2021,0.057168034908176034,0.9216325554886112
57,salem ilese,POP,Ben & Jerry,955,lonely,2021-08-19,0.9405334310787211,2021,0.003128501136743345,0.9436619322154645
58,Virginia To Vegas,POP,Palm Springs (the way you made me feel),11982,lonely,2020-09-18,0.8114232734642836,2020,0.02808864967251007,0.8395119231367936
59,Hugo Helmig,POP,Champagne Problems,12115,lonely,2020-10-16,0.8217296621315683,2020,0.0284004332150275,0.8501300953465958
60,Laur Elle,POP,July,132,lonely,2020-09-25,0.8140537743375236,2020,0.0003094393053556442,0.8143632136428792
61,Will Jay,POP,House I Used to Call Home,3582,lonely,2021-03-30,0.8866728476250028,2021,0.01173433620085305,0.8984071838258558
62,Neiked,POP,Better Days,6382,lonely,2021-09-24,0.9617283684426142,2021,0.020906904978739295,0.9826352734213535
63,Hudson Thames,POP,Last Call,19061,lonely,2018-10-12,0.5928760861596845,2018,0.050146142290763966,0.6430222284504484
64,뎁트,"R&B/Soul, 인디음악",19 (Feat. nobody likes you pat),2912,lonely,2021-03-16,0.8814980918087929,2021,0.009539471529001697,0.8910375633377946
65,Julia Michaels,POP,17,3400,lonely,2019-06-28,0.6703896159899956,2019,0.007895867442319527,0.6782854834323151
66,Valntn,일렉트로니카,Cotton Candy Clouds,1551,lonely,2019-09-13,0.6939131934711832,2019,0.0036019089420698783,0.6975151024132531
67,Henri Purnell,POP,Pretty Thoughts,728,lonely,2020-10-30,0.8310010996356111,2020,0.0017066046537796136,0.8327077042893907
68,Charlotte Lawrence,POP,Why Do You Love Me (Acoustic),5471,lonely,2019-08-16,0.6845986330020053,2019,0.012705379640273568,0.6973040126422788
69,Powfu,랩/힙합,death bed (feat. beabadoobee),64093,lonely,2020-02-08,0.7427283900040967,2020,0.15024919241029777,0.8929775824143945
70,Devin Kennedy,POP,Something Bout That Feeling,6914,lonely,2019-10-04,0.7012656590267148,2019,0.01605647867535212,0.7173221377020669
71,Lexi Jayde,POP,Oldest Teenager,248,lonely,2020-07-10,0.7917376398801182,2020,0.0005813708161227255,0.792319010696241
72,Alec Benjamin,POP,The Way You Felt,2179,lonely,2021-04-30,0.8967420599840447,2021,0.007138224059647904,0.9038802840436926
73,Eli,POP,Wish Now Was Later,4406,lonely,2020-09-04,0.8071972228810455,2020,0.010328708934825518,0.817525931815871
74,Starley,POP,Lovers + Strangers,996,lonely,2019-10-11,0.7035511761788742,2019,0.002313024697808897,0.7058642008766831
75,Flor,록/메탈,Where Do You Go,2181,lonely,2017-05-19,0.47092434075767053,2017,0.003950721944168202,0.4748750627018387
76,Jordan McGraw,POP,HER,647,lonely,2021-04-23,0.8948015265529659,2021,0.002119518571175858,0.8969210451241417
77,Nexeri,일렉트로니카,Summer (feat. Tara Louise),74,lonely,2021-07-26,0.9303348498242741,2021,0.0002424178891298508,0.9305772677134039
78,Neon Dreams,POP,High School Dropout,2227,lonely,2019-01-04,0.6199788697470839,2019,0.00517179317471929,0.6251506629218032
79,Adam Turley,POP,The Problem,620,lonely,2020-03-26,0.7585976411738072,2020,0.0014534270403068136,0.7600510682141141
80,Sam Ock,랩/힙합,One of a Kind (feat. Sarah Kang),5396,lonely,2020-06-26,0.7876409581922854,2020,0.01264950372499285,0.8002904619172783
81,Anthony Russo,POP,Thinkin Bout You,3948,lonely,2020-07-08,0.7907242501994438,2020,0.009255048314727904,0.7999792985141717
82,Emma Sameth,일렉트로니카,Spin With You (feat. Jeremy Zucker) [Ashworth Remix],213,lonely,2019-03-22,0.6410875611807069,2019,0.0004946528721217822,0.6415822140528287
83,clubhouse,POP,Weekend,695,lonely,2021-03-16,0.8814980918087929,2021,0.0022767626073681934,0.8837748544161611
84,Alexander Oscar,POP,January,2382,lonely,2021-01-08,0.8590310269734148,2021,0.007803235296044657,0.8668342622694595
85,Eves Karydas,POP,Get Me So High,76,lonely,2020-11-10,0.8367795769637121,2020,0.00017816202429567395,0.8369577389880077
86,Clairo,일렉트로니카,Pretty Girl,5173,lonely,2017-08-04,0.4881735268117036,2017,0.009370511057855163,0.4975440378695588
87,TWENTYSOMETHING,POP,Wish You Well,218,lonely,2018-11-09,0.6034196511352121,2018,0.0005735197009278918,0.60399317083614
88,Madi Roze,POP,We’ll Make It,87,lonely,2020-10-28,0.8293624269604779,2020,0.00020394863307531094,0.8295663755935532
89,Hamzaa,R&B/Soul,Sunday Morning,31363,lonely,2019-08-09,0.6818603247159276,2019,0.07283473252749038,0.754695057243418
90,MAY-A,POP,Time I Love To Waste,923,lonely,2021-02-18,0.8712348261066432,2021,0.003023671779281788,0.8742584978859249
91,Khai Dreams,POP,Fantasy,7702,lonely,2021-01-27,0.8644645205804352,2021,0.025231115974028526,0.8896956365544637
92,Fiji Blue,R&B/Soul,I Should've Told You,2596,lonely,2020-07-17,0.7944112637184934,2020,0.006085639671994336,0.8004969033904877
93,KAYPAIGE,POP,Higher Than,266,lonely,2021-05-18,0.9034261195799824,2021,0.0008713940338991935,0.9042975136138817
94,Balcony,POP,Inside Out,538,lonely,2019-10-11,0.7035511761788742,2019,0.001249404907049384,0.7048005810859236
95,Avery,POP,Hope U Feel It Too,29,lonely,2021-07-30,0.9319950839819747,2021,9.500160519953612e-05,0.9320900855871742
96,Mae Muller,POP,Anticlimax,30994,lonely,2019-05-24,0.6601910347355485,2019,0.07197779867860336,0.7321688334141518
97,Julia Michaels,POP,Apple,682,lonely,2019-01-24,0.6244636581211325,2019,0.0015838181163711522,0.6260474762375037
98,bülow,POP,First Place,3702,lonely,2021-03-09,0.8784794842493371,2021,0.012127446291333888,0.890606930540671
99,Audrey Mika,POP,Y U Gotta B Like That,14956,lonely,2020-02-07,0.7421677914573407,2020,0.035060410991659206,0.7772282024489999
100,Stephanie Poetri,"POP, 록/메탈",I Love You 3000,75876,lonely,2019-07-26,0.6787985941913367,2019,0.17620789354512836,0.855006487736465
101,Valley,POP,Like 1999,41555,lonely,2021-02-09,0.8686043252334031,2021,0.13613074841609393,1.004735073649497
102,Sody,POP,Let You Know,332,lonely,2018-12-07,0.6133810560814162,2018,0.0008734336729727526,0.614254489754389
103,Mahalia,POP,Sober,5344,lonely,2017-07-07,0.4823519265184674,2017,0.00968026504797564,0.49203219156644307
104,mxmtoon,POP,high & dry,245,lonely,2019-06-27,0.6697212100304017,2019,0.0005689669186377306,0.6702901769490395
105,Palm Trees,일렉트로니카,Fast Lane,761,lonely,2019-12-20,0.732422001336812,2019,0.0017672809187074,0.7341892822555194
106,Billy Davis,R&B/Soul,I Ain't (feat. PJ Morton and Jordan Dennis),1442,lonely,2020-02-21,0.7474503546863883,2020,0.0033803899872942344,0.7508307446736826
107,"Now, Now",록/메탈,SGL,121,lonely,2018-05-18,0.5559412665214861,2018,0.00031832974225814173,0.5562595962637442
108,Reiley,POP,Let It Ring,25129,lonely,2021-03-26,0.8856163349791932,2021,0.08232052886410839,0.9679368638433016
109,Svea,POP,I’ll Get Better,1120,lonely,2020-10-23,0.826580995709265,2020,0.0026255456211994052,0.8292065413304645
110,Dan D'Lion,POP,Apple Juice,868,lonely,2020-11-20,0.842752107634921,2020,0.0020347978564295393,0.8447869054913506
111,AJ Mitchell,POP,Like Strangers Do,49303,lonely,2019-10-18,0.7064188533603571,2019,0.11449704485549402,0.8209158982158512
112,Llusion,일렉트로니카,walk but in a garden,1679,lonely,2020-06-18,0.7852260721447207,2020,0.003935974194637323,0.789162046339358
113,Virginia To Vegas,POP,Internet,2379,lonely,2019-06-14,0.6653657905517585,2019,0.0055247848956700455,0.6708905754474286
114,Peach PRC,POP,Josh,619,lonely,2021-02-25,0.8747062248000174,2021,0.0020277928833969954,0.8767340176834144
115,Cimorelli,POP,I Like Me Better,319,lonely,2019-03-18,0.6391470277496282,2019,0.0007408181512058615,0.639887845900834
116,Jens,POP,In or Out,29112,lonely,2020-04-17,0.7650876474266372,2020,0.06824543225389026,0.8333330796805274
117,Paige,POP,Waves,11293,lonely,2020-07-10,0.7917376398801182,2020,0.026473470268040075,0.8182111101481583
118,Charlotte Lawrence,POP,Why Do You Love Me (Acoustic),73,lonely,2021-04-09,0.8903382996614848,2021,0.00023914197170917716,0.890577441633194
119,Jonas Blue,일렉트로니카,Polaroid,9084,lonely,2018-10-05,0.5896849867396883,2018,0.02389840808820628,0.6135833948278946
120,JC Stewart,POP,Lying That You Love Me,3047,lonely,2020-02-21,0.7474503546863883,2020,0.007142890631959454,0.7545932453183478
121,Dane Amar,랩/힙합,Green Tea & Honey (International Remix),2206,lonely,2020-06-19,0.7857004247612067,2020,0.005171387178898115,0.7908718119401048
122,Fells,일렉트로니카,Tell Me It's Okay,113,lonely,2020-08-06,0.8000172491860541,2020,0.0002648987992817257,0.8002821479853358
123,Ea Kaya,POP,Kitchen Table,354,lonely,2020-03-20,0.7567217921904311,2020,0.0008298599552719549,0.7575516521457031
124,CamRus,POP,Chance,2448,lonely,2019-07-12,0.6752409495676923,2019,0.00568502455847006,0.6809259741261624
125,Sarah Barrios,POP,I Didn't Mean To,1062,lonely,2020-04-24,0.7666400741715002,2020,0.0024895798658158648,0.769129654037316
126,X Lovers,POP,Haunt You (Feat. chloe moriondo),2714,lonely,2020-10-02,0.8159080618383321,2020,0.006362259657084987,0.8222703214954171
127,Hearts & Colors,POP,LA On A Saturday Night,34073,lonely,2018-10-19,0.5952694107246815,2018,0.089640076925303,0.6849094876499845
128,Mitch James,POP,Lucid,616,lonely,2017-07-14,0.4842493369844111,2017,0.0011158389351708447,0.48536517591958195
129,Halsey,POP,Now Or Never (R3hab Remix),3202,lonely,2017-07-07,0.4823519265184674,2017,0.005800188750677021,0.4881521152691444
130,Aurya,일렉트로니카,Lost In The Night,24,lonely,2021-07-01,0.9207831130468532,2021,7.862201809616783e-05,0.9208617350649494
131,Fedde Le Grand,일렉트로니카,Same Thing,136,lonely,2021-07-23,0.9290411608702216,2021,0.0004455247692116177,0.9294866856394333
132,Pink Sweat$,R&B/Soul,Ride with Me,1310,lonely,2020-04-10,0.7635783436469092,2020,0.00307095068193859,0.7666492943288479
133,Hanne Mjoen,일렉트로니카,Strangers,187,lonely,2019-06-28,0.6703896159899956,2019,0.000434272709327574,0.6708238886993232
134,Benjamin Ingrosso,POP,Do You Think About Me ('하트 시그널 2' 타이틀 음악),26119,lonely,2017-05-08,0.46829383988443046,2017,0.047312657707349506,0.51560649759178
135,MOSSS,POP,What She Said,379,lonely,2020-04-27,0.7678043942301473,2020,0.0008884658843165845,0.7686928601144639
136,Powfu,POP,soda stream sky,810,lonely,2021-09-03,0.9479290195993878,2021,0.002653493110745664,0.9505825127101335
137,Lauv,POP,2021,7549,lonely,2021-01-13,0.8597641173807112,2021,0.024729900608665457,0.8844940179893767
138,Great Good Fine OK,일렉트로니카,Easy,3545,lonely,2019-04-26,0.651609564673667,2019,0.008232602965594919,0.659842167639262
139,half·alive,록/메탈,Summerland,447,lonely,2021-07-23,0.9290411608702216,2021,0.0014643350870411258,0.9305054959572627
140,CURTIS WATERS,랩/힙합,Stunnin' (feat. Harm Franklin),1885,lonely,2020-06-22,0.7866922529593136,2020,0.004418887049965071,0.7911111400092786
141,Raphan,일렉트로니카,Shelter,60,lonely,2021-08-14,0.938657582095345,2021,0.00019655504524041957,0.9388541371405854
142,Owl City,"POP, 일렉트로니카",Vanilla Twilight,5591,lonely,2009-07-28,0.17801160007762135,2009,0.04977166104350458,0.22778326112112593
143,The Vamps,POP,Chemicals,1283,lonely,2020-09-10,0.8088574570387461,2020,0.0030076562785703903,0.8118651133173165
144,MØ,POP,Sun In Our Eyes,3325,lonely,2018-10-19,0.5952694107246815,2018,0.00874749085130844,0.60401690157599
145,Kehlani,R&B/Soul,Morning Glory,4037,lonely,2019-02-22,0.6322257918454474,2019,0.009375181430777627,0.641600973276225
146,UMI,R&B/Soul,Happy Again,2995,lonely,2019-04-16,0.6494318549343454,2019,0.006955330291102054,0.6563871852254475
147,Peach Tree Rascals,POP,Mariposa (Acoustic),3354,lonely,2020-07-17,0.7944112637184934,2020,0.007862571440627505,0.8022738351591209
148,Weezer,록/메탈,All My Favorite Songs (feat. AJR),431,lonely,2021-05-13,0.9008387416718775,2021,0.0014119204083103472,0.9022506620801879
149,L Devine,POP,Boring People (Acoustic),22,lonely,2020-02-28,0.7497789948036828,2020,5.157321755927404e-05,0.749830568021242
150,Alec Benjamin,POP,Annabelle's Homework,8058,lonely,2018-11-16,0.6060717134910197,2018,0.02119918233980253,0.6272708958308223
151,Ant Saunders,POP,All Damn Day!,711,lonely,2021-09-24,0.9617283684426142,2021,0.002329177286098972,0.9640575457287132
152,spill tab,POP,Grade A (Feat. JAWNY),43,lonely,2021-09-29,0.965544750857069,2021,0.00014086444908896736,0.965685615306158
153,Klymvx,일렉트로니카,After Midnight (Feat. Emily Zeck),1605,lonely,2016-12-16,0.43761185019081916,2016,0.005638008255027663,0.4432498584458468
154,Dominic Fike,POP,Phone Numbers,10865,lonely,2019-07-07,0.6737100843053969,2019,0.025231941106118136,0.6989420254115151
155,Jaden,랩/힙합,Summertime In Paris (Feat. Willow),3112,lonely,2019-07-05,0.6730632398283707,2019,0.007227041023675991,0.6802902808520467
156,Ant Saunders,POP,Effortless,3187,lonely,2020-09-11,0.8090730718644215,2020,0.00747108383460938,0.8165441556990308
157,Nick Jonas,POP,Find You,5740,lonely,2017-09-16,0.4952888160589922,2017,0.010397590077728325,0.5056864061367206
158,Jay Bombay,POP,Difficult,733,lonely,2019-07-25,0.6783026800922832,2019,0.0017022561280059451,0.6800049362202891
159,Mesto,일렉트로니카,Leyla,13129,lonely,2019-02-22,0.6322257918454474,2019,0.03048965989712149,0.6627154517425689
160,sad alex,POP,all the way over,86,lonely,2020-02-07,0.7421677914573407,2020,0.00020160439591352576,0.7423693958532542
161,DUSK,일렉트로니카,New Habit,1418,lonely,2019-02-15,0.6300049591409906,2019,0.0032930411862379673,0.6332980003272286
162,YMA,POP,Summer Lover (Feat. Gab Ferreira),1186,lonely,2019-07-18,0.6765346385217449,2019,0.0027542643489973408,0.6792889028707423
163,Gia Koka,POP,cry baby,690,lonely,2020-09-04,0.8071972228810455,2020,0.0016175236416317766,0.8088147465226773
164,Camila Cabello,POP,Easy,6477,lonely,2019-10-11,0.7035511761788742,2019,0.015041627477618698,0.7185928036564929
165,Maisie Peters,POP,Maybe Don't (feat. JP Saxe),5244,lonely,2020-09-25,0.8140537743375236,2020,0.012293179676401502,0.8263469540139251
166,Zikai,POP,Twenty Something,791,lonely,2020-08-28,0.8052351279673992,2020,0.0018542915949720802,0.8070894195623712
167,almost monday,POP,don't say you're ordinary,1350,lonely,2020-10-09,0.8188619849500852,2020,0.0031647201684099975,0.8220267051184952
168,Quinn XCII,POP,Stacy,7306,lonely,2019-06-21,0.6680825373552687,2019,0.01696682574517249,0.6850493631004412
169,Kamal.,R&B/Soul,blue,40333,lonely,2020-05-20,0.7762133724314885,2020,0.0945501174462818,0.8707634898777703
170,Christina Perri,POP,a thousand years (lullaby),1310,lonely,2019-01-17,0.6220703335561354,2019,0.0030422312792466413,0.625112564835382
171,Tom Grennan,"POP, 록/메탈",Little Bit of Love,28129,lonely,2021-01-08,0.8590310269734148,2021,0.09214828112612937,0.9511793080995442
172,Spencer Kane,R&B/Soul,T.E.A,876,lonely,2020-07-29,0.7979904698247052,2020,0.0020535517537238206,0.800044021578429
173,Florence Jack,포크,1am,139,lonely,2019-08-01,0.6798766683197137,2019,0.00032280163955365125,0.6801994699592674
174,Sabrina Carpenter,POP,Why (Acoustic),395,lonely,2017-11-03,0.5113089976066755,2017,0.0007155136029098761,0.5120245112095854
175,Thomston,POP,Acid Rain,398,lonely,2018-06-08,0.5608141615817505,2018,0.0010470680778408299,0.5618612296595913
176,Malory,POP,Keeping Plants Alive,20,lonely,2021-08-30,0.9461178550637143,2021,6.55183484134732e-05,0.9461833734121278
177,Mariah Carey,R&B/Soul,All I Want for Christmas Is You,179748,lonely,2019-11-01,0.7121326462407556,2019,0.41743128853589717,1.1295639347766526
178,Ariana Grande,POP,Santa Tell Me,193485,lonely,2014-11-24,0.3194764872032601,2014,0.5833149934127025,0.9027914806159627
179,Sia,POP,Snowman,181088,lonely,2021-11-05,0.9970029539231119,2021,0.5932293338749517,1.5902322877980635
180,아이유,댄스,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),152714,lonely,2010-12-09,0.20446753918799457,2010,1.0,1.2044675391879947
181,Ariana Grande,POP,Last Christmas,27033,lonely,2013-01-01,0.25643071217576924,2013,0.10394069539874115,0.36037140757451036
182,성시경,발라드,크리스마스니까,161412,lonely,2012-12-06,0.25315336682550293,2012,0.4365388880174386,0.6896922548429416
183,태연 (TAEYEON),발라드,This Christmas,74485,lonely,2017-12-12,0.5223269151986891,2017,0.1349241283866889,0.657251043585378
184,EXO,발라드,첫 눈,164925,lonely,2013-12-09,0.28204575346600835,2013,0.6341293673893902,0.9161751208553985
185,Straight No Chaser,POP,Text Me Merry Christmas (Feat. Kristen Bell),55994,lonely,2014-11-17,0.3171047241208306,2014,0.16880967383079237,0.48591439795162295
186,SG 워너비,R&B/Soul,Must Have Love,62185,lonely,2006-11-16,0.13443584380862028,2006,0.508275777514406,0.6427116213230263
187,Kelly Clarkson,POP,Underneath The Tree,36283,lonely,2020-11-06,0.8347096746372281,2020,0.08505595694105181,0.91976563157828
188,Alessia Cara,POP,Make It To Christmas,22941,lonely,2019-11-08,0.7159490286552104,2019,0.0532762044100742,0.7692252330652846
189,소녀시대-태티서 (Girls' Generation-TTS),댄스,Dear Santa,50661,lonely,2015-12-04,0.36725673257293173,2015,0.19888585292316388,0.5661425854960956
190,Mariah Carey,POP,Oh Santa! (Feat. Ariana Grande & Jennifer Hudson),14128,lonely,2020-12-04,0.848487461997887,2020,0.03311938262170107,0.8816068446195882
191,Ava Max,POP,Christmas Without You,15499,lonely,2020-10-15,0.8208887643114342,2020,0.036333331770508556,0.8572220960819428
192,Stevie Wonder,R&B/Soul,Someday At Christmas (애플 크리스마스 광고 삽입곡),30721,lonely,2016-10-28,0.4245887147200242,2016,0.10791604461227716,0.5325047593323013
193,태연 (TAEYEON),댄스,Candy Cane,17424,lonely,2017-12-12,0.5223269151986891,2017,0.03156230130911818,0.5538892165078073
194,Jonas Brothers,POP,Like It's Christmas,7271,lonely,2019-11-08,0.7159490286552104,2019,0.01688554475679567,0.7328345734120061
195,Sia,POP,Santa's Coming For Us,30921,lonely,2021-11-05,0.9970029539231119,2021,0.10129464256465023,1.0982975964877622
196,Kelly Clarkson,POP,White Christmas,4918,lonely,2013-12-13,0.2829728972164126,2013,0.018909493580845965,0.3018823907972586
197,Michael Buble,"재즈, 보컬재즈, 애시드/퓨전/팝",It's Beginning To Look A Lot Like Christmas,13704,lonely,2011-10-21,0.22329071346945817,2011,0.06171027153600216,0.28500098500546034
198,Billie Eilish,POP,come out and play,87998,lonely,2018-11-20,0.6069126113111538,2018,0.2315072781754707,0.8384198894866245
199,Pink Sweat$,R&B/Soul,This Christmas,7750,lonely,2019-11-29,0.7244011298216866,2019,0.017997933140581276,0.7423990629622679
200,TWICE (트와이스),발라드,Merry & Happy,50935,lonely,2017-12-11,0.5218741240647707,2017,0.09226502623851782,0.6141391503032886
201,John Legend,R&B/Soul,Bring Me Love,19083,lonely,2018-10-26,0.5978999115979216,2018,0.05020402042571999,0.6481039320236416
202,Lukas Graham,POP,HERE (For Christmas),13958,lonely,2019-11-08,0.7159490286552104,2019,0.032414858164675285,0.7483638868198856
203,다비치,댄스,화이트(WHITE) (Feat. 박재범),32862,lonely,2015-12-16,0.3706418853360357,2015,0.12901022282941538,0.4996521081654511
204,B1A4,댄스,크리스마스잖아요,20173,lonely,2015-12-10,0.3693266348994157,2015,0.07919552142711327,0.448522156326529
205,케이윌,R&B/Soul,벌써 크리스마스,20067,lonely,2018-12-05,0.6119148752668234,2018,0.052792751552844054,0.6647076268196674
206,EXO,발라드,12월의 기적 (Miracles In December),162554,lonely,2013-12-09,0.28204575346600835,2013,0.6250129767264814,0.9070587301924897
207,성시경,발라드,겨울 고백,74597,lonely,2013-12-10,0.2824985445999267,2013,0.28682218232012335,0.56932072692005
208,방탄소년단,댄스,Dynamite (Holiday Remix),48863,lonely,2020-12-11,0.8519588606912613,2020,0.11454646043630942,0.9665053211275707
209,Sam Smith,R&B/Soul,Have Yourself A Merry Little Christmas,13804,lonely,2014-12-05,0.32141702063433886,2014,0.04161604346108973,0.36303306409542857
